BoxID|FileID|UniqueID|ImageName|Operator|Scan Date|Image Count
BTAP-AIR044|BOARD OF DIRECTORS MEETING - DEC 14 2010|905015|905015_BOARD OF DIRECTORS MEETING - DEC 14 2010.tif|ACCESS\Sonam.Garg|10/4/2021|453
